OTU	fungi.Grass.BOGR.1	fungi.mock2	fungi.Ecotone.LATR.8	fungi.SPEGAR.PLJA.4B	fungi.SPEGAR.BOER.4A	fungi.Ecotone.PLJA.8	fungi.Ecotone.PLJA.1	fungi.SPEGAR.PLJA.3A	fungi.Grass.BOER.4	fungi.SPEGAR.ARPU.2A	fungi.SPEGAR.PLJA.2B	fungi.Grass.BOER.7	fungi.SPEGAR.BOER.1A	fungi.SPEGAR.BOGR.3B	fungi.Ecotone.LATR.5	fungi.SPEGAR.BOER.2B	fungi.Grass.PLJA.6	fungi.Shrub.LATR.8	fungi.SPEGAR.PLJA.1A	fungi.SPEGAR.BOER.4B	fungi.Grass.BOGR.7	fungi.Ecotone.BOER.4	fungi.Ecotone.BOER.7	fungi.Ecotone.PLJA.5	fungi.Ecotone.LATR.4	fungi.SPEGAR.ARPU.1A	fungi.SPEGAR.BOGR.2B	fungi.SPEGAR.BOGR.1B	fungi.SPEGAR.ARPU.1B	fungi.Grass.PLJA.5	fungi.Grass.PLJA.1	fungi.Grass.BOGR.4	fungi.SPEGAR.ARPU.4A	fungi.Ecotone.PLJA.3	fungi.Shrub.LATR.3	fungi.Grass.BOGR.5	fungi.SPEGAR.PLJA.4A	fungi.SPEGAR.BOER.2A	fungi.Ecotone.BOER.3	fungi.Ecotone.BOER.8	fungi.Ecotone.LATR.6	fungi.Grass.BOER.6	fungi.Grass.PLJA.2	fungi.Shrub.LATR.7	fungi.Shrub.LATR.5	fungi.SPEGAR.ARPU.3B	fungi.SPEGAR.BOER.1B	fungi.Grass.BOER.5	fungi.Ecotone.LATR.2	fungi.SPEGAR.BOGR.4B	fungi.Ecotone.LATR.3	fungi.SPEGAR.ARPU.2B	fungi.Shrub.LATR.6	fungi.Ecotone.BOER.2	fungi.Ecotone.LATR.7	fungi.Ecotone.PLJA.7	fungi.SPEGAR.ARPU.4B	fungi.SPEGAR.BOGR.3A	fungi.SPEGAR.PLJA.3B	fungi.Grass.BOGR.3	fungi.Shrub.LATR.2	fungi.SPEGAR.PLJA.2A	fungi.Shrub.LATR.4	fungi.Ecotone.BOER.1	fungi.Ecotone.BOER.5	fungi.Grass.PLJA.7	fungi.SPEGAR.BOER.3B	fungi.Grass.BOER.2	fungi.SPEGAR.BOGR.2A	fungi.Grass.BOGR.8	fungi.Grass.BOGR.6	fungi.Ecotone.BOER.6	fungi.Grass.PLJA.8	fungi.SPEGAR.PLJA.1B	fungi.Grass.BOGR.2	fungi.mock1	fungi.Grass.BOER.8	fungi.Grass.PLJA.3	fungi.SPEGAR.BOGR.4A	fungi.Shrub.LATR.1	fungi.SPEGAR.BOGR.1A	fungi.Grass.BOER.3	fungi.Ecotone.LATR.1	fungi.Ecotone.PLJA.6	fungi.Ecotone.PLJA.2	fungi.Grass.BOER.1	fungi.SPEGAR.BOER.3A	fungi.Ecotone.PLJA.4	fungi.Grass.PLJA.4	fungi.SPEGAR.ARPU.3A	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.108209716	0	0	0	0	0	0	0	0	0	0	0	5.616015323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(0.9900),p:Mortierellomycota(0.7900),c:Mortierellomycetes(0.7900),o:Mortierellales(0.7900),f:Mortierellaceae(0.3600),g:Mortierella(0.3300),s:Mortierella_hyalina_SH180113.07FU(0.0400)"	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688'
OTU1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.508322536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.213473592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Chaetothyriales(1.0000),f:Trichomeriaceae(1.0000),g:Knufia(1.0000),s:Knufia_perforans_SH180462.07FU(0.9800)"	Knufia	13	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Possible	Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)	b'Li DM, et al. 2008. Studies in Mycology 61:131-136; Crous PW, et al. 2013. Persoonia 31:188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337'
OTU1209	0	0	6.275950134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.444120493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.5200),c:Agaricomycetes(0.4900),o:Agaricales(0.1900),f:Russulaceae(0.0900),g:Russula(0.0600),s:Lipomyces_oligophaga_SH477181.07FU(0.0200)"	-	-	-	-	-	-	-	Unassigned	-
OTU3482	0	0	0	0	0	0	0	0	0	0	4.025153163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68939308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9500),c:Sordariomycetes(0.5500),o:Microascales(0.5000),f:Microascaceae(0.5000),g:Wardomycopsis(0.1200),s:Microascus_cinereus_SH193483.07FU(0.0400)"	Microascus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil or rotting vegetation, some species heat-tolerant and associatated with silage and compost, a few associated with humans and animals (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Costa IPMW, et al. 2012. Mycotaxon 119:26 (Endophyte); Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337 (Animal Pathogen)'
OTU3742	0	0	0	0	0	2.787017932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.377062791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.538374853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.3700),c:Agaricomycetes(0.3400),o:Agaricales(0.1500),f:Entolomataceae(0.0900),g:Entoloma(0.0900),s:Micarea_botryoides_SH029062.07FU(0.0700)"	Micarea	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.582079002	0	0	0	0	0	0	0	0	0	0	0	6.112535126	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.5300),c:Agaricomycetes(0.3700),o:Boletales(0.2000),f:Boletaceae(0.1400),g:Fusarium(0.0900),s:Fusarium_pseudensiforme_SH181399.07FU(0.0400)"	Fusarium	13	Pathotroph-Saprotroph	Plant Pathogen-Soil Saprotroph-Wood Saprotroph	NULL	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:1256688; Schroers et al. 2016. Mycologia 108:806-819.'
OTU1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35718534	0	2.330774884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Tremellomycetes(1.0000),o:Tremellales(1.0000),f:Bulleribasidiaceae(0.9700),g:Dioszegia(0.9700),s:Dioszegia_zsoltii_var._yunnanensis_SH182100.07FU(0.4800)"	Dioszegia	13	Saprotroph	Undefined Saprotroph	Yeast	NULL	Probable	The Dioszegia subclade sensu Inacio (Inacio et al. 20015) is characterized by orange-yellow or orange to deep orange colonies. Isolated from plant leaves and soil.	b'Takashima M, et al. 2011 International Journal of Systematic and Evolutionary Microbiology 61:1736-1739'
OTU2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.491381914	0	0	4.185965215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.0200),c:Eurotiomycetes(0.0200),o:Chaetothyriales(0.0200),f:Herpotrichiellaceae(0.0200)"	-	-	-	-	-	-	-	Unassigned	-
OTU2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.071193326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.601645096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.6900),c:Agaricomycetes(0.6900),o:Agaricales(0.2700),f:Thelephoraceae(0.1800),g:Tomentellopsis(0.0800),s:Membranomyces_spurius_SH222268.07FU(0.0300)"	Membranomyces	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263'
OTU2797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.865493027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80513196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.4900),c:Agaricomycetes(0.4500),o:Agaricales(0.1600),f:Spizellomycetaceae(0.1400),g:Spizellomyces(0.1400),s:Spizellomyces_acuminatus_SH183654.07FU(0.1400)"	Spizellomyces	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Parasite-Undefined Saprotroph	Microfungus	NULL	Probable	Pollen degrader; Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688'
OTU4354	2.565004248	0	0	0	0	0	0	0	2.994576949	0	0	0	0	0	0	0	3.108209716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(0.9900),f:Agaricaceae(0.7900),g:Lepiota(0.4500),s:Lepiota_kuehneriana_SH002924.07FU(0.2000)"	Lepiota	13	Saprotroph	Soil Saprotroph	Agaricoid	NULL	Probable	NULL	b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688'
OTU2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.071193326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.591541064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(0.8400),o:Pleosporales(0.8400),f:Sporormiaceae(0.7100),g:Subplenodomus(0.0100),s:Subplenodomus_apiicola_SH207666.07FU(0.0100)"	Subplenodomus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU4510	2.565004248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.295714975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.795951699	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9800),c:Dothideomycetes(0.9800),o:Pleosporales(0.0400)"	-	-	-	-	-	-	-	Unassigned	-
OTU671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.634876079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Mortierellomycota(1.0000),c:Mortierellomycetes(1.0000),o:Mortierellales(1.0000),f:Mortierellaceae(1.0000)"	-	-	-	-	-	-	-	Unassigned	-
OTU3601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.923894943	0	0	0	0	0	0	0	0	0	0	0	0	0	3.330831483	0	0	0	0	0	0	2.365578865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.6300),c:Agaricomycetes(0.5300),o:Agaricales(0.2800),f:Tricholomataceae(0.1500),g:Mycena(0.1300),s:Mycena_speirea_SH178372.07FU(0.0800)"	Mycena	13	Pathotroph-Saprotroph	Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Agaricoid	NULL	Probable	NULL	b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx'
OTU2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.864891421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.740498975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Glomeromycota(1.0000),c:Glomeromycetes(1.0000),o:Glomerales(1.0000),f:Claroideoglomeraceae(1.0000),g:Claroideoglomus(1.0000),s:Claroideoglomus_drummondii_SH525644.07FU(0.9600)"	Claroideoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU1680	0	0	0	0	0	0	0	0	5.819316897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78318406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.9800),c:Agaricomycetes(0.9800),o:Agaricales(0.9100),f:Agaricaceae(0.8000),g:Tulostoma(0.6900),s:Tulostoma_xerophilum_SH024501.07FU(0.1200)"	Tulostoma	13	Saprotroph	Soil Saprotroph	Gasteroid	NULL	Probable	Common name - stalked puffball	b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688'
OTU1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.592582281	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Sordariomycetes(1.0000),o:Xylariales(1.0000),f:Xylariales_fam_Incertae_sedis(0.8900),g:Hansfordia(0.8800)"	-	-	-	-	-	-	-	Unassigned	-
OTU4796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.829211477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.281173526	0	0	0	0	0	0	0	0	3.481472823	"d:Fungi(1.0000),p:Basidiomycota(0.6800),c:Agaricomycetes(0.6700),o:Boletales(0.2700),f:Boletaceae(0.2300),g:Cortinarius(0.0600),s:Melanoporia_nigra_SH178915.07FU(0.0500)"	Melanoporia	13	Saprotroph	Wood Saprotroph	Polyporoid	White Rot	Highly Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo'
OTU2264	0	0	0	3.931308113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.660406367	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.7200),c:Agaricomycetes(0.6700),o:Cantharellales(0.6700),f:Ceratobasidiaceae(0.6700),g:Ceratobasidium(0.1800)"	-	-	-	-	-	-	-	Unassigned	-
OTU2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.319026332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.269539672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Orbiliomycetes(1.0000),o:Orbiliales(1.0000),f:Orbiliaceae(1.0000),g:Arthrobotrys(1.0000),s:Arthrobotrys_thaumasia_SH032692.07FU(1.0000)"	Arthrobotrys	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.344900755	0	0	0	0	0	0	0	4.241734116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9100),c:Pezizomycetes(0.8500),o:Lecanorales(0.0400),f:Ramalinaceae(0.0400),g:Toninia(0.0400),s:Toninia_physaroides_SH526329.07FU(0.0400)"	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU4232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.551791156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.198435809	0	0	0	0	0	0	0	0	0	2.832242309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.4800),c:Agaricomycetes(0.3500),o:Agaricales(0.1200),f:Elaphomycetaceae(0.0500),g:Elaphomyces(0.0500),s:Elaphomyces_septatus_SH487981.07FU(0.0500)"	Elaphomyces	13	Symbiotroph	Ectomycorrhizal	Gasteroid	Hypogeous	Highly Probable	Common name - false truffle	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html'
OTU4517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91706069	0	2.3582801	0	0	0	0	0	0	0	0	0	0	0	0	0	3.300900627	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Glomeromycota(1.0000),c:Glomeromycetes(1.0000),o:Glomerales(1.0000),f:Glomeraceae(1.0000),g:Septoglomus(0.0400),s:Septoglomus_jasnowskae_SH212920.07FU(0.0400)"	Septoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'
OTU3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.799423431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.281173526	0	0	0	0	0	0	0	0	3.481472823	"d:Fungi(0.9700),p:Basidiomycota(0.5600),c:Agaricomycetes(0.5200),o:Agaricales(0.1800),f:Cortinariaceae(0.0700),g:Cyberlindnera(0.0600),s:Cyberlindnera_fabianii_SH032913.07FU(0.0500)"	-	-	-	-	-	-	-	Unassigned	-
OTU847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.562014676	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Chaetothyriales(1.0000),f:Herpotrichiellaceae(1.0000),g:Exophiala(1.0000),s:Exophiala_bergeri_SH525607.07FU(0.7600)"	Exophiala	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688, Nagy GL, et al. 2014. Nature Communications 5:4471'
OTU673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.556059979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(0.9900),p:Basidiomycota(0.4800),c:Agaricomycetes(0.4600),o:Agaricales(0.1200),f:Ceratobasidiaceae(0.0900),g:Steccherinum(0.0900),s:Armillaria_luteobubalina_SH221703.07FU(0.0300)"	Armillaria	13	Saprotroph	Undefined Saprotroph	Agaricoid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.476739809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.072310316	0	0	0	0	0	0	0	0	0	"d:Fungi(0.9800),p:Basidiomycota(0.4100),c:Agaricomycetes(0.3900),o:Agaricales(0.2600),f:Cunninghamellaceae(0.0900),g:Absidia(0.0900),s:Absidia_repens_SH031672.07FU(0.0900)"	Absidia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU2631	0	0	0	0	0	0	0	0	0	0	0	0	4.622978853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.923342762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(0.9900),p:Basidiomycota(0.5300),c:Agaricomycetes(0.5000),o:Agaricales(0.1400),f:Agaricaceae(0.0600),g:Agaricus(0.0600),s:Ceriporia_reticulata_SH025393.07FU(0.0600)"	Ceriporia	13	Saprotroph	Wood Saprotroph	Corticioid	White Rot	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.089812408	0	0	0	0	0	0	0	0	4.449477696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.6400),c:Agaricomycetes(0.6200),o:Rhizophlyctidales(0.2100),f:Rhizophlyctidaceae(0.2100),g:Rhizophlyctis(0.2100),s:Rhizophlyctis_rosea_SH202088.07FU(0.1400)"	Rhizophlyctis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822'
