OTU,PROTAX
OTU3327,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium_9257,unk"
OTU3420,"Fungi,Ascomycota,unk"
OTU3454,"Fungi,Ascomycota,dummy_class_Mycochlamys,dummy_order_Mycochlamys,dummy_family_Mycochlamys,Mycochlamys_9023,unk"
OTU3463,"Fungi,Ascomycota,Dothideomycetes,dummy_order_Minutisphaeraceae,Minutisphaeraceae,Minutisphaera_518355,unk"
OTU3533,"Fungi,Ascomycota,unk"
OTU3671,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk"
OTU3812,"Fungi,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium_801333,unk"
OTU4618,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU999,"Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis_20483,unk"
OTU1673,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tricladium_10306,unk"
OTU1716,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha_2392,unk"
OTU2832,"Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Graphium_8398,Graphium_penicillioides_212211"
OTU2875,"Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,Glomosporiaceae,Thecaphora_16347,unk"
OTU2885,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apiosordaria_262,unk"
OTU2886,"Fungi,Basidiomycota,unk"
OTU2950,"Fungi,Ascomycota,unk"
OTU2955,"Fungi,Basidiomycota,Microbotryomycetes"
OTU2963,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU2964,"Fungi,Ascomycota,unk"
OTU2968,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora_4284,unk"
OTU2996,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia_18613,unk"
OTU3029,"Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces_20543,unk"
OTU3052,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Corticium_17387,unk"
OTU3081,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU3113,"Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Protomyces_4387,unk"
OTU3171,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU3189,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton_10292,unk"
OTU3209,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora_4284,unk"
OTU3329,"Fungi,Basidiomycota,Agaricomycetes"
OTU3431,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU3629,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU3765,"Fungi,Ascomycota,Dothideomycetes"
OTU3792,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella_1069,unk"
OTU3976,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea_810760,unk"
OTU4200,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeococcomyces_9294,unk"
OTU4483,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU4488,"Fungi,Ascomycota,unk"
OTU4584,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk"
OTU4593,"Fungi,Ascomycota,unk"
OTU4602,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU1058,"Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma_8473,unk"
OTU1873,"Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_18650,unk"
OTU2280,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU2484,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU2727,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU2749,"Fungi,Basidiomycota,unk"
OTU2783,"Fungi,Glomeromycota,unk"
OTU2787,"Fungi,Ascomycota,unk"
OTU2818,"Fungi,Ascomycota,Dothideomycetes"
OTU2878,"Fungi,Ascomycota,unk"
OTU2899,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia_9725,unk"
OTU2957,"Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia_18250,unk"
OTU2971,"Fungi,Ascomycota,unk"
OTU2980,"Fungi,Ascomycota,unk"
OTU3105,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU3121,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk"
OTU3143,"Fungi,Ascomycota,unk"
OTU3158,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia_4806,unk"
OTU3179,"Fungi,Ascomycota,Sordariomycetes"
OTU3201,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius_17391,unk"
OTU3250,"Fungi,Ascomycota,unk"
OTU3271,"Fungi,Ascomycota,Sordariomycetes"
OTU3283,"Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,dummy_family_Rhodotorula,Rhodotorula_9741,Rhodotorula_mucilaginosa_271749"
OTU3401,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Cryptosphaeria_26092,Cryptosphaeria_pullmanensis_106748"
OTU3411,"Fungi,Basidiomycota,unk"
OTU3422,"Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis_20483,unk"
OTU3468,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU3516,"Fungi,Ascomycota,Dothideomycetes"
OTU3538,"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Budhanggurabania_811696,unk"
OTU3563,"Fungi,Ascomycota,unk"
OTU3798,"Fungi,Ascomycota,Eurotiomycetes"
OTU4333,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921"
OTU4646,"Fungi,Ascomycota,unk"
OTU4817,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella_3344,unk"
OTU500,"Fungi,Ascomycota,unk"
OTU97,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU175,"Fungi,Basidiomycota,Atractiellomycetes"
OTU2645,"Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium_11244,Erythrobasidium_hasegawianum_354939"
OTU2909,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora_9559,unk"
OTU2929,"Fungi,Ascomycota,unk"
OTU2977,"Fungi,Ascomycota,unk"
OTU2984,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU2992,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Terfezia_5378,unk"
OTU3037,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_8284,unk"
OTU3059,"Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Verrucaria_5725,unk"
OTU3069,"Fungi,Ascomycota,unk"
OTU3083,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Rhizopodaceae,Rhizopus_20487,unk"
OTU3094,"Fungi,Ascomycota,unk"
OTU3107,"Fungi,Ascomycota,Leotiomycetes,Helotiales,dummy_family_Dactylaria,Dactylaria_7916,unk"
OTU3207,"Fungi,Ascomycota,unk"
OTU3240,"Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago_16391,unk"
OTU3326,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU3332,"Fungi,Ascomycota,unk"
OTU3341,"Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces_20543,Spizellomyces_lactosolyticus_106485"
OTU3358,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Myrothecium,Myrothecium_9049,unk"
OTU3374,"Fungi,Ascomycota,unk"
OTU3399,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Simocybe_18545,unk"
OTU3527,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Crepidotus_17403,unk"
OTU3537,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_saccharolyticus_518695"
OTU3561,"Fungi,Ascomycota,unk"
OTU3607,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk"
OTU3672,"Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia_2563,Kernia_pachypleura_316036"
OTU4129,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia_9725,unk"
OTU4158,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella_18378,unk"
OTU4264,"Fungi,Basidiomycota,Agaricomycetes"
OTU4472,"Fungi,Ascomycota,Dothideomycetes"
OTU4479,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_candidus_204868"
OTU4484,"Fungi,Ascomycota,unk"
OTU4549,"Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Corymbiglomus_564566,unk"
OTU4631,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4818,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Paecilomyces_9196,unk"
OTU142,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Hemiphacidiaceae,Fabrella_1970,Fabrella_tsugae_286440"
OTU163,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella_5772,unk"
OTU1769,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU234,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces_17981,Limonomyces_roseipellis_109929"
OTU2384,"Fungi,Ascomycota,unk"
OTU2940,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiobolus_3591,unk"
OTU3001,"Fungi,Ascomycota,unk"
OTU3032,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU3104,"Fungi,Basidiomycota,unk"
OTU3306,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Acremonium,Acremonium_7028,unk"
OTU3373,"Fungi,Basidiomycota,unk"
OTU3391,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella_1069,unk"
OTU3446,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum_8188,unk"
OTU3490,"Fungi,Ascomycota,unk"
OTU3495,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU3501,"Fungi,Ascomycota,unk"
OTU3573,"Fungi,Basidiomycota,Agaricomycetes"
OTU3595,"Fungi,Ascomycota,Sordariomycetes"
OTU3612,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU3622,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus_291,unk"
OTU3644,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Cunninghamellaceae,Cunninghamella_20150,Cunninghamella_echinulata_230047"
OTU3645,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU3649,"Fungi,Basidiomycota,Agaricomycetes"
OTU3680,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,Conocybe_deliquescens_521941"
OTU3799,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora_4233,unk"
OTU3802,"Fungi,Ascomycota,Sordariomycetes"
OTU3844,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU4016,"Fungi,Basidiomycota,unk"
OTU4018,"Fungi,Basidiomycota,unk"
OTU4177,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4229,"Fungi,Basidiomycota,Agaricomycetes"
OTU4230,"Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Redeckera_542402,unk"
OTU4307,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU432,"Fungi,Basidiomycota,unk"
OTU4505,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella_2553,unk"
OTU4530,"Fungi,Basidiomycota,Agaricomycetes"
OTU4613,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk"
OTU4659,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Kalaharituber_28933,unk"
OTU4767,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius_18018,unk"
OTU4825,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus_17367,unk"
OTU1101,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Corticium_17387,unk"
OTU1717,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,Sporormiella_minima_283702"
OTU2514,"Fungi,Ascomycota,unk"
OTU282,"Fungi,Ascomycota,unk"
OTU3074,"Fungi,Basidiomycota,unk"
OTU3140,"Fungi,Ascomycota,Dothideomycetes"
OTU3178,"Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Phomopsis_9365,unk"
OTU3196,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU3280,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus_17367,unk"
OTU3343,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU3365,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe_17328,unk"
OTU3381,"Fungi,Ascomycota,unk"
OTU3385,"Fungi,Ascomycota,Sordariomycetes,dummy_order_Nigrospora,dummy_family_Nigrospora,Nigrospora_9124,Nigrospora_oryzae_253729"
OTU3397,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces_5347,Talaromyces_variabilis_560676"
OTU3407,"Fungi,Basidiomycota,unk"
OTU3436,"Fungi,Ascomycota,Dothideomycetes"
OTU3488,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU3528,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU3575,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU3588,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU3592,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU3605,"Fungi,Ascomycota,unk"
OTU3635,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeococcomyces_9294,unk"
OTU3665,"Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,dummy_family_Camarosporium,Camarosporium_7476,unk"
OTU3728,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU3737,"Fungi,Ascomycota,unk"
OTU3750,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Ochrocladosporium,Ochrocladosporium_504437,unk"
OTU3785,"Fungi,Ascomycota,unk"
OTU3814,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU3850,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Paraconiothyrium_500080,unk"
OTU3857,"Fungi,Ascomycota,unk"
OTU3943,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3952,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU3997,"Fungi,Ascomycota,unk"
OTU3998,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces_5347,Talaromyces_allahabadensis_560640"
OTU4051,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU4064,"Fungi,Ascomycota,unk"
OTU4206,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU4296,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU4326,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Montagnula_3265,unk"
OTU4352,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU4382,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU4499,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum_8188,unk"
OTU4508,"Fungi,Ascomycota,unk"
OTU4695,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU623,"Fungi,Ascomycota,dummy_class_Pseudeurotiaceae,dummy_order_Pseudeurotiaceae,Pseudeurotiaceae,Pseudeurotium_4408,unk"
OTU722,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora_10056,unk"
OTU744,"Fungi,Ascomycota,unk"
OTU113,"Fungi,Ascomycota,Dothideomycetes"
OTU1528,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU1547,"Fungi,Ascomycota,Pezizomycetes"
OTU201,"Fungi,Ascomycota,Sordariomycetes,dummy_order_Stilbella,dummy_family_Stilbella,Stilbella_10110,unk"
OTU2331,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk"
OTU2454,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU2994,"Fungi,Basidiomycota,Agaricomycetes"
OTU2998,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,Thanatephorus_cucumeris_306777"
OTU3310,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora_7545,unk"
OTU3320,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU3353,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3437,"Fungi,Basidiomycota,unk"
OTU3461,"Fungi,Ascomycota,Leotiomycetes,dummy_order_Myxotrichaceae,Myxotrichaceae,Pseudogymnoascus_4436,unk"
OTU3464,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU3507,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU3529,"Fungi,Ascomycota,unk"
OTU3580,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium_28528,unk"
OTU3582,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Montagnula_3265,unk"
OTU3598,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU3696,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU3715,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU3768,"Fungi,Ascomycota,Leotiomycetes,Helotiales,dummy_family_Cadophora,Cadophora_7462,unk"
OTU3797,"Fungi,Ascomycota,unk"
OTU3807,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU3836,"Fungi,Ascomycota,unk"
OTU3901,"Fungi,Basidiomycota,unk"
OTU3922,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU3969,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia_18613,unk"
OTU4000,"Fungi,Ascomycota,unk"
OTU4071,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Galeropsis_19127,unk"
OTU4155,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza_3859,unk"
OTU4183,"Fungi,Ascomycota,unk"
OTU4205,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU4208,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU4214,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces_17981,unk"
OTU4219,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU4279,"Fungi,Ascomycota,unk"
OTU430,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4308,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk"
OTU4320,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Mycocentrospora,Mycocentrospora_9021,unk"
OTU4364,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU4398,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lycoperdon_19207,unk"
OTU4435,"Fungi,Ascomycota,unk"
OTU4446,"Fungi,Ascomycota,unk"
OTU4455,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU4456,"Fungi,Ascomycota,unk"
OTU4480,"Fungi,Ascomycota,unk"
OTU4489,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora_9559,unk"
OTU4531,"Fungi,Ascomycota,unk"
OTU455,"Fungi,Basidiomycota,Agaricomycetes"
OTU4655,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU4728,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Naganishia_9074,unk"
OTU4743,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4759,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4801,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU607,"Fungi,Ascomycota,unk"
OTU644,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora_9830,unk"
OTU1007,"Fungi,Ascomycota,unk"
OTU132,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU189,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU2247,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU2489,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU3273,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU3386,"Fungi,Basidiomycota,unk"
OTU3394,"Fungi,Ascomycota,unk"
OTU3423,"Fungi,Basidiomycota,unk"
OTU3445,"Fungi,Ascomycota,Dothideomycetes,dummy_order_Pseudoperisporiaceae,Pseudoperisporiaceae,Bryochiton_660,unk"
OTU3448,"Fungi,Ascomycota,unk"
OTU3451,"Fungi,Chytridiomycota,Chytridiomycetes"
OTU3509,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora_9559,unk"
OTU3518,"Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma_25732,unk"
OTU3519,"Fungi,Basidiomycota,Agaricomycetes"
OTU3597,"Fungi,Basidiomycota,Agaricomycetes"
OTU3614,"Fungi,Basidiomycota,Tremellomycetes"
OTU3624,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU3664,"Fungi,Ascomycota,unk"
OTU3694,"Fungi,Ascomycota,unk"
OTU3698,"Fungi,Basidiomycota,unk"
OTU372,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora_906,unk"
OTU3818,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU3854,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum_8188,unk"
OTU3892,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU3930,"Fungi,Ascomycota,unk"
OTU3946,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria_3431,unk"
OTU3953,"Fungi,Basidiomycota,unk"
OTU3954,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3968,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU4013,"Fungi,Ascomycota,unk"
OTU4026,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum_8188,unk"
OTU4028,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia_5450,unk"
OTU4036,"Fungi,Ascomycota,unk"
OTU4052,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU4163,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora_1702,unk"
